he was a legal resident until he went to jail and got deported for mistakes he made with his then partner	1
i finally found someone and i want to get married i currently live in california and he is in mexico can i start paperwork here in the us then have him sign it	1
my ex served  me with a deces tecum but it was not court stamped or signed	1
is it valid and need i comply	1
how long does a store owner have to report a theft	1
what is the statute of limitations for filing malpractice against a hospital	1
is there any way to get a green card through my us citizen brother before he reaches  years old	1
i have an  yr old paternal half brother who is a u	1
citizen living out of the states for now	1
his parents want to send him to me to take care of him	1
is there a way for me to get a green card through him as a family member or legal guardian before he reaches yrs old	1
my father passed in az no will  new wife of  yrs will not give any of his estate to my sister and i what should i do	1
i recorded a probationer who sexually harassed a girl threatening to beat me next time he saw me	1
admitted to it all	1
im basically just looking to see whats illegal and if theres any action to take	1
so basically my girlfriends cousin slapped her on the ass at work yesterday and when she told him not to do it again he replied i can do whatever i want	1
my girlfriends told her aunt who owns the place about it and she did nothing and just told zack to apologize and theyre still working together	1
i confronted him about it and he called me and i recorded it threatening next time i see you youre fucked	1
that isnt a threat its a promise	1
and then i clarified by saying next time you see me youre going to fuck me up	1
and he said yes	1
he also admitted all of the sexual harassment which he has been lying about to his coworkers he told them he apologized on the spot	1
he also admitted he would never have apologized	1
he lives in st	1
george utah while i live in san diego california	1
oh and hes also on probation for assaulting his dad and he told coworkers that hed punch me like he punched him	1
can a peson be put in jail if one fail to take a dna test	1
can i file for full custody even though i dont know where the father lives	1
we were never married hasnt been around my child for the past  years	1
what does it mean when a co owner of the property transfers the entire property into their name	1
what can be done if someone trying to pass  pounds of meth crossing the border gets caught but they didnt know	1
they have no criminal record	1
its in san diego	1
did not notify the franchise tax board in a timely manner what do i do	1
i am trying to send in my petition for final distribution and discovered that i missed needing to notify franchise tax board	1
ill send it off today but does that effect anything because i didnt do it within the  days after letters were issued	1
i claimed bankruptcy and will have a discharge on dec	1
but some creditors are still listed on my credit report	1
is that normal	2
and when will they fall off	1
is it still a threat even if the person never approaches you but shows a knife and ask if you want to die	1
does my mother have to pay child support for the last two years	1
even tho my father didnt want to file child support	1
when i was  my mother and father got a divorce and my dad didnt want to file child support	1
now im  and my father now wants to file child support	1
does my mother have to pay those two years even tho my dad didnt even file for child support	1
i own a property my neighboring property is avalible	1
can i buy my next door property and merge the  homes ina remodel	1
i own a property in southern california  and would like to remodel	1
but our property is really narrow	1
my neghboring next door property is coming avalible and i would like to join the two propertys to remodel and expand our house and yard space	1
but i heard you can not join two existing propertys leagally	1
does any one know the property law	1
we purchased a home through short sale how long do the occupants have to vacate	1
they also have no rental agreement	1
i needed legal advice as in how to obtain a work permit ssn in united states if you were here on visitor visab b	1
i needed to know legal ways to obtain social security number in united states if i am on visitor visab b	1
i needed to know how much would be the cost how long does it take to get the documents can it help me to work here in america	1
i need to know the ways i can convert my visitor visa to work visa in usa	1
i pay child support and my ex wants me to pay half of an overnight field trip for my daughter	1
do i have to pay	1
i pay a good amount of child support and my ex wants more for school lunches and field trips	1
she has been on disability and now can return to work but hasnt because she doesnt want to work	1
do i have to pay extra	1
can you still sue even is the contract was signed	1
about a year ago the previous owner of our building sold it and the new owner got out of rent control through the ellis act	1
he told us that he was rebuild it because it was in bad living conditions	1
after my parents signed the contract we were force to move out of our home of  years and now we find out they just did a makeover on the building and that was it	1
the units are going for double then what my parents paid	1
my question is can you still sue because it was heartbreaking to lose our home and just because he wanted to get out of rent control	1
how do i switch my non profit status corporation from one state to another	1
my friend has become power of attorney over his aunts apartments and needs to get the tenants out as it is substandard	1
the apartments are very old and in much need of repair the tenant are paying far less than the area brings for the area and are on month to month	1
the area is also rent control what does my friend need to do to get the tenants out of the buildings so they can be brought up to code and re-rented for what they should be renting for	1
what steps does he need to take	1
will a felony charge but no conviction prevent someone from petitioning a spouse for a marriage visa	1
my nephew was charged with possession of child pornography but not convicted	1
will this still prevent him from petitioning his spouse for a marriage visa	1
how do i know if my gun rights have been restored	1
im a ex-felon	1
penal code  is on my parole papers	1
my husband he got charged with hs	1
i dont know what that means or whats his time	1
my husband got pulled over and got charged with hs i dont what tha means	1
my employer made a mistake inputting my w and now i owe taxes	1
am i entirely liable	1
when i was hired i filled out  allowance on my w but my employer input it as  allowances and underwithheld taxes	1
now i found out i owe money and cant pay	1
is my employer responsible in any way	1
how to request a dna if paternity and parenting plan has been established	1
my partner is selling our business without meeting my first right of refusal requirement  shareholder information	1
details on brokerage listing for business differ from info on k-s i receive	1
he has told me ill get a tax evenet and he will get loans paid back	1
he had asked me to convert my loans into shares at settlement agreement	1
i still own	1
he has not honored arbitration agreement in s corp documents	1
landlord is selling house i rent years now realtor wants to show house before i move	1
do i have to let him	1
can he place for sale sign in my yard	1
can we hold a tenant to their notice to leave	1
two year lease with one month left they gave notice that they want to leave early and we have agreed	1
now it appears they will remain in the property because they cannot find another property	1
can we hold them to their  day notice	1
is california penal code	1
a of year  a theft or fraud offense so as to render a lpr deportable	1
my niece suspected that his husband is cheating for months now but not caught in the act	1
she confronted both of them but they denied	1
sometimes he did not go home for two or three days and most of the time around  am	1
my niece is not working they had one child  months old she does not have money or car for her to use in case of emergency when he is not home	1
now he wants a divorce and asked my niece to move out the house with their child	1
please advise how to handle the situation	1
im a us citizen if my sister who ilegal and has a little boy is in danger in another country like mexico what can i do	1
there have been a series of killings and robberies in the place shes living right now and the other day a guy came to her house to tell them that there next so im afraid for there lives	1
i have a stock certificate for superior oil in  issued to my grandmother which i did not inherit	1
how do i found ou	1
i need to obtain a trademark	1
is it feasible to apply for one on my own or do i need the assistance of a lawyer	1
i would prefer to fill out the paper work or online application on my own as opposed to searching for a legal professional	1
how can heirs find if they have rights of survivorship in a property purchased as investment property with more than one	1
are gambling debts legally enforceable	1
what can we do when the neighbor intends to create property encroachment	1
do i need an attorney	3
my parents and siblings are all deceased	1
my mom gave me two cemetery plots before she passed	1
the deed was never transferred to me prior to her death	1
to get it transferred now the mortuary wants my brothers daughter to sign her share over to me	1
she is refusing to do so	1
there are no other children of my siblings	1
can i fight this	1
they were given to me and i planned on being buried there with my husband	1
this is what my mother wanted	1
can i make an offer on a home that i am leasing	1
agent says i have to break the lease first	1
i live in california	6
my husband lives in texas	1
i had him served over  days ago	1
no response	1
what happens now	3
i had him personally served	1
since i am quite certain he hasnt responded i dont know what i am suppose to do next	1
just sit and wait for a court date	1
my ex household income  is -k per month and mine $	1
can she pay my attorney fees in child custody	1
what constitutional amendment protects a person to sleep when they are homeless	1
eureka police dept	1
is gearing up to move  people and put them in  camps and make it so you cannot sleep in eureka ca	1
if you dont have a home	1
could you please help me understand what rights a poor person has to sleep	1
my ex husband forged a note to the us postal service in order to establish residency	1
what do i do	33
i got married on  i was only resident in the u	1
s he put in my resident application and he just pass away	1
whats my status	1
my wife filed for a divorce served me the papers thats all and said we are divorced is that true	1
filing chapter do i need an atyy to file	1
how is this handled	1
my step father died without a will the house is deeded in his and my moms name she died several years ago without a will	1
he has  children from a previous marriage	1
do i have and legal claim to the house and or the contents of it	1
form fl- petition for divorce	1
i am trying to complete the community property section of this form and am wondering if i need to list all separate bank accounts or just write that there are individual and joint savings and checking accounts and credit cards	1
do i need to add the names of the banks and account numbers	1
this is for question  community property on form fl-	1
i am in california	2
i sublet a room in the house i rent	1
the subleter gave notice - days-on sept st but refused to pay the rent dueth	1
what can i do	78
what is a motion to remove a judge in a custody case	1
on the california petition for probate can only one list themselves as executor if a will had named them and others	1
a will named  children all as co-executors but also stated that a remaining child may be executor if a co-executor dies or is unable to perform	1
so if after  years none of the others ever filed the petition for probate and the one executor that now wishes to carry out the executor duty files a petition for probate can that executor just include them self listed as executor on the petition for probate	1
how do salesman get taxed	1
are they taxed on how much they sell or how much commision they receive from their sales	1
in a commercial real estate lease are landlords allowed to place a lien on personal property unless agreed to	1
exact language from lease	1
landlord shall to the extent permitted by law have the right to proceed by distress and sale of tenants property for rent and other amounts due hereunder	1
during the term hereof landlord shall have a lien on all of tenants personal property fixtures and equipment in the leased premises as security for rent and all other charges payable hereunder	1
am i entitled to be reimbursed for time and expense spent proving that a foreclosure action was totally unwarranted	1
all monthly mortgage payments were made on time to a large financial company	1
however the company mistakenly showed several defaults and sent a foreclosure notice	1
the company required me to obtain and fax to them copies of  months of cancelled checks together with a letter before it would take any further action to research the account	1
weeks later the company acknowledged its records were incorrect and that no defaults had occurred	1
